obsname,nlte_rv,nlte_e_rv,nlte_teff,nlte_logg,nlte_redchi
wd0556+172_2452326_53561164998,38.41975640244239,1.228012739542951,14499.989554614041,7.002285995002301,4.504359476454208
wd0129-205_2451737_79311888013,57.96188638789769,4.349386941100661,13570.37989311062,7.499964043097743,2.4159790724383163
he0333m2201_a_2451889_6593756699,51.052234571775465,4.866398274373161,13536.941493384524,7.4999582191284375,1.8825471190736183
hs1305+0029_2452656_85843899008,33.57774852900949,4.132610473407668,15572.954777779873,7.454404139353139,3.5126669952982383
wd0148-255j_2452544_84020892018,36.17712431950267,2.5343650400849285,15073.592125842175,8.939916299269147,1.5828641869108748
he0152m5009_b_2452544_8463193099,49.22017650150904,2.124459873264449,12829.366333175813,7.710015430845897,3.4870776414993503
wd2326+049_2451804_66829479998,32.520370242298064,1.1173074105961422,14246.657663242662,8.61590837992368,2.062120224699432
wd0902-041j_2452256_84850117983,1.3439778838569398,1.0436640309461795,14722.707568271464,8.661817986945705,1.9897996715815165
wd1300-098_2452080_52672909992,46.41976311332098,3.718963296023297,24999.986962971976,8.523451887677485,3.5030645682829
wd2156-546j_2451739_68515222985,-36.629673310441945,9.164646677884116,39899.9999949228,8.99999987579223,1.6169384931770958
wd1911+135_2451681_72915170994,9.809803828025558,4.509799067493775,13835.746695002557,7.837204942755756,4.027832805391782
he2238-0433_2452172_69853575993,189.3609751667872,1.584750637074535,6837.384145775875,7.000048171617537,37.35481979335169
wd1655+215_2452541_49023415986,43.2287641768952,1.1114487963831046,12193.119296672849,8.391637271430204,2.481366659490837
wd0138-236_2451739_83822135022,191.17503534229496,26.880022244061024,29515.87413887196,8.999999997851543,1.7375165156340568
wd0126+101_2451743_8516569999,-0.9434765199948043,5.545530285584787,8331.643213586009,7.771527743264628,0.03347187683741573
hs1136+0326_2452658_70689347992,10.695722728049894,4.960062021126686,12571.386202534226,7.499965133305684,4.757051525262131
wd1544-377_2452771_77995079989,17.523822576357517,1.0110544023641488,13716.379337461573,8.686912207392847,2.5107389113266687
wd1147+255_2452663_83944437979,54.87515014684446,2.848480997461838,12611.46852706702,8.081058674875477,2.809689167592787
wd0320-539_2451761_8860853198,38.23838267911136,5.582756063264981,29330.21738363412,8.785187187942777,1.6998517532293007
wd2127-221j_2451739_67165067978,41.527175039437,10.875212009376268,39899.99980984688,8.999999993061717,1.2649503588617437
wd2029+183_2452491_70201967983,-131.87298064298972,2.682969593399875,12388.01421910508,7.22433928811121,3.3047869961171434
wd0956+020_2451660_65826001018,59.7226819873989,2.832511055692798,13167.053764979593,7.499961631504668,2.3700125317636895
wd1356-233_2451703_57195201004,-24.27546003277954,1.6286431649757755,11853.85139644621,7.724393068754091,2.7918002462681275
wd1952-584_2452138_49278922984,-8.051204604784388,7.128313511682934,27791.03282805343,8.999999996033768,2.4940892593713007
wd2336+063_2452547_60778539022,38.677600162697786,2.2869505070157032,14000.002680891635,7.932872586143069,2.4593939515309007
he0417-3033_2452532_84509686008,60.66695661365359,4.595402581663031,14703.525497515657,7.762565975144848,4.466571569637749
he1053-0914_2451706_49410953978,24.299825530618392,3.7726323138101954,13956.367286422335,8.11350330384829,2.909903464891767
wd1241+235_2452322_87372450018,8.36575414500171,4.055000485633329,14471.766459955821,8.496287912821973,2.2935069954464913
hs2130+1215_2452540_58239366999,5.907444796653046,8.194342552986079,17698.169714444044,8.999999965224827,2.3105482874486665
wd2350-083_2452530_82761779986,50.328713554289216,3.6677036867648916,13353.281063391829,7.499961650282392,2.4018088026303928
hs0200+2449_2452656_54580688989,51.60878985954498,4.367227110854419,14947.79381816412,8.919744729045288,2.2292759328261433
wd2159-754_2451884_53299224004,132.52533741594272,0.8421926485690676,8999.937819765273,8.625719478044335,2.341660578128718
wd1431+153_2452142_49855868984,14.250290333076519,2.583155000454683,12999.990352740004,7.623487591443752,3.8209318461284356
he2246-0658_2452803_92885352019,129.69833476583338,1.7889033431812678,5535.523767992677,7.000377997975456,13.68416048891039
hs1115+0321_2452656_76866349997,22.35322742749151,2.215792158980964,12999.95089362289,7.454840554483844,14.069512132010239
wd0310-688_2452611_72338462994,60.843545758013505,0.854035070791781,14000.000043595133,7.765717902752403,2.585948505497423
wd1614+160_2452862_55030860007,-21.67892276609376,3.0504467235969486,14000.000598576378,7.784243242529581,2.789952145938844
he2140-1825_2452078_88242796995,1.17021485104924,2.038148972350889,12999.999977608848,7.2927799680779115,2.9697687196076594
wd2059+190_2452540_55253532995,7.472011747255129,2.279897042115707,12355.843418043518,8.999999999978225,1.5550534553316662
hs2046+0044_2452538_50225022016,14.230103886017881,4.652084559759598,25000.000827606305,8.623103712252222,2.003238049392882
he0409-5154_2451802_88238281012,57.45602780051232,4.287973815741935,14908.279073335923,8.630006001345363,2.2949507974279735
wd2139+115_2451701_86948795011,6.1600575756156335,2.702391210286132,15506.664375584978,7.04339514307609,15.62916837438238
he0423-2822_2452271_58670077985,35.12782353337268,4.414435407774853,14593.388078583594,8.999780420102391,5.006918364514304
