obsname,nlte_rv,nlte_e_rv,nlte_teff,nlte_logg,nlte_redchi
wd2308+050_2452543_72426539008,14.880214125760904,5.615024186976347,37542.56429936613,7.5665542033096385,3.0859099314528016
wd0916+064_2452033_57027467992,-679.4000995902477,0.2985876673768644,24999.999981387093,7.0358173401179105,725.914812663113
he2230-1230_2452144_65278377011,6.503276950228196,2.610560150047768,14360.202638439983,8.593931312441214,3.914938412931862
wd0106-358_2451737_77252316009,23.74693675427943,2.9093100276341914,21349.673173506533,8.587894035827635,2.313252291446986
he0130m2721_a_2452532_69524927018,22.060051998231057,2.8422043094562905,14636.302550787455,8.731569321703322,2.464271139272184
wd2159-754_2452142_6200129902,132.33407146262704,0.6373758320736158,8999.966491399064,8.588555354844745,3.6827434960577268
wd0723-277j_2452033_47570907976,5.329696402158209,6.302759310799361,39737.00789304632,7.445937889072736,1.6307563873574609
hs2229+2335_2452542_60282474011,-14.275437810905911,2.8332083037995863,14849.688465943778,8.543098335632124,3.352976585141418
wd2127-221j_2451761_79245145014,58.64390248830519,8.49231656302581,39899.99936431608,8.640513221156876,1.5567064752841724
wd1249+182_2452328_84377628984,-2.6072796524602007,1.7538606092052318,14441.991286264496,8.538970284815655,3.098199953608786
wd0151+017_2451737_86659546988,57.480892296619764,1.5403920822211212,12836.827053486511,7.50434461099711,4.3573389996522724
hs0933+0028_2452656_65974196,40.315263025237016,15.403596483058296,37396.76529262178,7.605800891108371,2.315452378713605
wd0950+077_2452009_57462726021,9.099279200540973,2.596999384977212,14371.855914094414,8.056252580878372,3.801437991950247
wd2314+064_2452543_73367507011,41.23744419545663,2.5300502031424834,15242.375805895856,8.999992155255974,9.023595741497742
wd1310-305_2452658_74351307005,34.182077628422874,2.163191058129712,15219.77069788517,8.37817634754419,2.952279071850057
wd1241+235_2452326_87070730003,4.203688436798395,2.840686534973315,15326.587477119294,8.883205124017927,2.2793692643610783
wd0029-181_2452544_75962474011,50.44183203026995,11.132723590599596,13000.000200473974,7.651406581325526,0.198445311414873
wd1550+183_2452862_54382300982,12.129592151057617,2.1165770599597726,14344.707318156881,8.334213676561033,3.467611363638024
wd1257+032_2451942_88328032987,22.206429615727647,1.8801672489096877,14713.792703030702,8.28172812494029,3.6526761582396334
wd0950+077_2452356_64912354015,24.8483481940591,1.983936343251326,13999.994014633898,7.9036214105437494,5.19934971440848
wd2204+071_2452142_6318807099,42.00515859494914,2.716447172340704,22333.907857064387,8.011851936478047,1.9788286057088855
wd0852+192_2452663_66320609022,19.582829386372865,3.143893571682332,13993.652844302675,7.889611801406562,3.5666486707379366
wd2306+130_2452172_73664828995,38.7918925365932,1.588716559324201,12920.730122755494,7.619224228516547,5.558625653213152
wd1031-114_2452087_4722233098,37.10608712606276,1.041887293527548,15315.489856433165,8.743860899142893,2.1717622845207627
wd0307+149_2452535_8698633099,11.909776132140307,1.5312906706223304,14778.796966283899,8.686982784639854,2.726932437796588
wd1249+182_2452329_81193833007,-5.333671996683645,1.9820700953351547,14417.716464729183,8.448287616244697,2.5188626520908506
wd1015-216_2451655_67143213004,6.249186004650309,4.185565137258768,19466.174347731023,8.999999999939917,1.920134712512813
wd1426-276_2451730_66411045007,65.36030624727914,2.1920044305590345,13954.112885093258,7.96722959629357,2.6942404642758975
wd1507+220_2452771_59169963002,3.6207217843275803,2.8134923278199437,12999.998828040874,8.562036108524987,7.640270514711655
he0423-2822_2452271_58670077985,69.14797757888466,2.4115289799978044,12000.000197815252,8.000003542703881,11.213910649577384
he1258+0123_2451703_51928086998,60.47348273065803,1.6861000891208384,12631.170758658456,7.085597763331758,5.863976591574817
wd0956+045_2451944_77890986018,275.82211209676996,0.026745729325057255,8999.997050556309,7.047037018746549,86723.9576152838
wd1448+077_2451755_57708066003,-100.63084192306346,2.4790759469934684,13934.826852099706,7.8826733908065565,1.6205018179944068
wd1548+149_2452033_64061265998,25.142847665094376,2.397267579056523,14783.36097459357,8.670192896591772,2.819726586849205
hs1616+0247_2452542_49993368005,7.5458307867325525,2.914792749771185,15406.580823234677,8.17568817404208,3.656173882888951
wd2240-045_2451696_89338514023,-45.9564645425013,11.19574052000339,39899.9993802401,8.205298153085138,1.5569904744503202
wd0858+160_2452663_71791923977,58.97737722584853,15.11684206021916,13999.972132218218,7.773430832319048,0.09735421715436024
wd1144-246_2451681_62130411994,-13.492896770371054,5.584521884265545,16591.359875120288,8.508124861245962,2.5560615917149354
he0330m4736_b_2451891_7904354902,52.02762672790468,2.6076050049275743,13033.03036298849,7.658355769424201,5.803454408666115
he0349-2537_2451924_57307804003,17.696287693420082,3.198028762784137,14696.04080432765,8.689402008384908,2.367715214096183
wd0129-205_2451741_85376862017,48.02466913407321,2.540286880224908,18565.093234062988,7.907154032540516,4.172684937667316
hs2225+2158_2452543_63869075011,20.84369847373436,2.540249254647593,20915.31372173997,8.290906084993829,2.3098840991038956
wd0302+027_2451741_92058899021,34.252366269337436,5.416043829108062,38261.14321543883,7.555397456039259,1.6003027759598798
he1326-0041_2451741_51445541019,64.69133209566424,2.6814255521666617,13809.89294798372,8.286199469663153,6.761321455370215
wd0628-020_2452632_8493609298,101.00191462297211,0.8875009065584649,9499.993981865216,8.965705578033242,5.641751067643265
wd0344+073_2452539_79543787008,35.740061666899805,2.6733971095262987,12168.788516035536,7.309028603631901,5.4064950230839335
hs0400+1451_2452538_77926032012,86.3902812722002,1.545046755089949,17024.85060998148,7.745777018159125,4.128494143016602
he0221m2642_b_2451949_56665024022,35.72760569158236,8.187775878522066,27519.62377497012,8.640739677470702,2.4607680919318877
wd1230-308_2451684_57946245,46.49966847260631,2.8172265468272926,25703.366989860195,8.243022753367365,2.7691041347858523
wd2120+054_2452540_56279940996,10.485196144855385,7.089642569378599,39899.99998349668,7.206085391747121,1.7368108172642098
wd2303+242_2452542_6912171999,38.073474929123826,1.1706403038753237,12000.899255887065,7.999999995165102,12.095583379528364
hs0503+0154_2452327_52221844997,13.66265782278144,12.085749234060897,39899.99999973223,8.943457413820248,2.4697664515619957
wd1543-366_2451731_67589813983,-28.45278540694417,16.615866143947454,39899.993602346025,8.999999984117409,1.6130924350389058
wd1914+094_2451689_91018453985,6.992065594217726,4.522010001783297,32158.37910999668,8.159341189352666,2.1447245166853115
wd2059+190_2452540_55253532995,-16.837528795989236,1.9516376231981738,12499.993774969149,8.999999643032766,4.648990702379746
wd2159-414_2451708_84371626982,-79.93052127816848,11.891728084498162,39899.99997790348,8.90226537684912,1.578457980824704
he0333m2201_a_2451889_6593756699,54.04618384890735,4.121605043535915,14499.942357597049,8.173494796312799,2.2145986306494896
wd0102-185_2452849_89854332013,28.23420231470094,4.03445629704397,14766.743334375435,8.583018017352128,3.2903240675727483
wd1857+119_2451690_88334839977,-31.5403430378242,1.7039219142905093,11559.562846730461,7.307375782330437,5.381998820761329
wd2333-049_2451762_70340614021,35.581592550297046,1.6683006861884202,12256.9569151089,7.000000013340051,34.798649440116925
wd2348-244_2451762_71320562018,63.98343234421783,1.4197126483801163,12642.632212272021,7.499962248063401,3.726468530111038
wd2248-504_2452423_90795330983,18.195742963149286,2.3355078326989824,14186.76899324788,8.285262726417702,3.7471648881352246
wd0011+000_2451742_81841306016,27.77253831020204,1.7001891191904193,11294.749013628485,7.08504867265232,4.830531430894386
wd2333-165_2451762_68616368016,68.51667958647828,0.9083659434471585,13167.62969734736,7.597748529991453,4.606593571737156
wd2321-549_2452212_72628457006,-23.2682335977292,21.32823232060718,39899.99999985999,8.44065831490595,1.3987409994309656
mct2352-1249_2451804_63447330985,86.6948359813229,0.7638504474249928,8804.668418993193,7.000049437048776,18.48861524400561
wd1003-023_2451946_66651646979,34.03654774261571,3.0593019758517634,15699.016859331508,8.496710617758191,2.587829661572366
wd0352+018_2452538_71106777014,72.51817543306075,3.6175399765509724,19999.985748312814,7.816366148383496,2.7695921797477734
wd1449+168_2452393_76774922991,52.17683423500539,2.8985383211574884,14342.30562375575,8.626207704894162,3.81372015085945
wd0318-021_2452336_53859307012,39.895016709335714,2.2277861144017095,13000.184260575881,7.580912651669549,5.332478903551409
