obsname,lte_rv,lte_e_rv,lte_teff,lte_logg,lte_redchi
hs0129+1041_2452536_7367364699,62.187233267526565,46.265196519275804,16789.535192845913,7.931135852011742,0.056269461784403306
wd0114-034_2451737_84925564006,25.51079639682823,37.83656776412624,19039.32787829868,8.11685827970251,0.28670445140926043
wd1237-028_2452117_50308287004,52.62268924200215,13.656264630966703,11501.397637570959,8.234287649232204,0.6768288737100088
wd2308+050_2452543_72426539008,47.27098479581,29.65821527286429,21813.126473884622,8.614441304800438,3.1110678054187
wd0231-054_2451737_87294331007,110.32039044338411,10.235334875523257,17886.01349823588,7.969151514106303,1.1081340980375163
wd1614+136_2452117_52605928015,0.3728839843029415,9.851409664264715,21626.446885822774,8.047993845841862,0.7938662744324557
wd2350-248_2451803_57852760982,72.36150181828468,17.047205370704265,30237.79404529194,8.034998953750703,0.3398123938439608
wd2115-560_2452772_89762696018,7.124153382583821,9.470187775175141,12999.979241876372,8.796791660388045,1.2949105855871872
wd2156-546j_2451739_68515222985,63.81879253129412,26.027725767017273,39899.78385747936,8.0089239256632,1.1466978076539265
wd0446-789_2452608_7967556701,32.37326622789961,8.032213988186792,21525.843176068494,8.093896247357904,1.1021035482070312
he0222m2630_a_2452465_8912900798,121.47957674815436,12.237347614272402,21236.795098137587,8.0468578133709,0.8969590993898628
wd0052-147_2452544_77908641007,63.40554646075484,11.125784356117268,21613.433868659955,8.12904528800355,0.8380323376250562
he1413+0021_2451738_62288230984,56.05113940275744,21.52832646579428,15405.987378521382,7.8552454186511405,0.15679127433410794
wd2333-165_2451762_68616368016,58.7783665583114,6.515272512806625,13973.839204876123,7.824313207239801,0.7815424081463869
he0456-2347_2452331_65470169997,58.36096017723617,38.459706696891246,22712.15527510665,8.031179489915433,0.08597390285241518
wd1834-781_2451738_7116510598,109.84712382966887,12.617092783903075,18302.157214480983,8.036853388890668,0.6441543260087561
wd0220+222_2452639_54234805005,102.61251340917373,16.490429043634464,16972.85688155869,7.961859855532781,0.6620831741573027
wd1015+076_2452656_68335259007,49.69574651522566,101.85314084510418,39899.3676188613,8.04084945281108,0.09003782266838548
wd0032-175_2452535_63972563995,35.10208546535186,9.0357257738074,12999.942119452471,8.755424867755067,1.351475342769029
wd0710+216_2452324_60819787998,41.89835122177855,8.270104747576791,13223.412350356813,8.197739815150987,1.4952025142786736
wd0110-139_2451741_79438909981,79.1526176536936,19.469562627686372,21774.02394393582,8.107009353746816,0.47977129418214776
wd0310-688_2452536_88768348005,57.878972581234976,4.73844708746001,16288.325401940669,7.898479215556449,1.56302363270678
wd2333-049_2451762_70340614021,19.60188080502953,14.336664549789665,14188.878765659283,8.077027738902967,0.5081794343449042
