obsname,lte_rv,lte_e_rv,lte_teff,lte_logg,lte_redchi
wd1857+119_2451690_88334839977,-23.017867024933498,8.445916496994393,12752.14954518843,7.8688115375537,0.21131195145550138
wd1216+036_2452080_55106638977,36.82917582270317,13.716711888707044,14986.576905107426,7.7025479621177455,0.21407693127254857
wd2321-549_2452531_56635934021,31.28843400236503,25.397970484317895,39899.99747249057,8.48891211330064,0.1049798201010792
wd0158-227_2452537_65308366017,62.14016749478831,113.63807906032733,39883.27999448823,8.998634259894438,0.021649006701614407
wd0114-034_2451740_77826756984,-25.718366344889148,1.1353980279689715,21291.05314842537,7.960545378368843,1.7321781726859935
wd1058-129_2451920_87073851982,71.10688705464753,17.70984902422751,21076.701590144865,8.996320963963365,0.14033841524667515
wd2359-324_2451740_73817098979,97.9993385732567,19.575693896822152,18752.45902596738,8.114010229605244,0.17685394493744502
wd0143+216_2452536_75360593013,2.950085444945712,11.250857132114849,12500.057199887347,8.538611266221714,0.21638456140684925
hs0329+1121_2452539_76659906982,-8.860820926569321,23.89644993071793,18067.42440005324,7.915490988940591,0.23314313518166266
he1225+0038_2451656_61376432981,6.434029452011663,4.489323398288756,12499.984076786632,8.441957075577424,0.9434941323794034
he1328-0535_2451738_59161739983,75.00509101028034,43.24702049470583,21820.34810368822,8.999989755516483,0.49707626417386647
wd1152-287_2451736_53170571011,-7.122347939304649,10.026516507967072,14778.99294131652,8.134647956156488,0.1821553538819985
wd2058+181_2452538_61966144014,-40.18493136663762,12.617244592283729,17344.337573125722,7.949558997343714,0.09445937434894806
he2356-4513_2452500_9029362998,47.164963508411475,8.021368005002,17836.555357742145,7.933818980247551,0.3351494644975627
wd1625+093_2451730_67345004017,58.76915604902811,12.06835365470683,26425.641327044028,8.999528759448792,1.8317989670138126
hs1102+0032_2452657_73024311988,39.0826519794319,12.335097675316893,14633.241622091868,7.925541484626146,0.22520560794472824
wd1640+113_2452108_53827526979,19.000268514066576,14.792434227453288,18919.066598755486,8.091814776462623,0.1042714835659945
wd2333-049_2451762_70340614021,31.9500628131626,8.750187344393355,12944.38307839606,7.65373626131986,0.4158127875860077
wd1220-292_2451684_55368728004,15.199134938976545,10.625182377232619,18061.00605639614,7.970731250595872,0.11837029122083317
